Rank,Name,Cause_of_Death,Date,Year,Month,Day,Department,State,K9_Unit
Senior Officer,Mathew Leslie Lyons,COVID19,"Thursday, October 28, 2021",2021,October,Thursday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Staff Sergeant,Jesse Edward Sherrill,Automobile crash,"Thursday, October 28, 2021",2021,October,Thursday,"New Hampshire State Police, NH",New Hampshire,0
Lieutenant,David Formeza,COVID19,"Thursday, October 28, 2021",2021,October,Thursday,"Perth Amboy Police Department, NJ",New Jersey,0
Police Chief,Buddy Ray Crabtree,COVID19,"Saturday, October 30, 2021",2021,October,Saturday,"Ider Police Department, AL",Alabama,0
Deputy Sheriff,David Cook,COVID19,"Monday, November 1, 2021",2021,November,Monday,"Kent County Sheriff's Office, MI",Michigan,0
Sergeant,Timothy Werner,COVID19,"Tuesday, November 2, 2021",2021,November,Tuesday,"Pittsburgh Bureau of Police, PA",Pennsylvania,0
Corrections Officer V,Kevin Dupree,COVID19,"Tuesday, November 2, 2021",2021,November,Tuesday,"Texas Department of Criminal Justice - Correctional Institutions Division, TX",Texas,0
Police Officer,Scott Paul Harn,COVID19,"Tuesday, November 2, 2021",2021,November,Tuesday,"Dallas Police Department, TX",Texas,0
Police Officer,Randy Stallard,COVID19,"Tuesday, November 2, 2021",2021,November,Tuesday,"Central Independent School District Police Department, TX",Texas,0
Correctional Officer,Richard William Newkirk,COVID19,"Wednesday, November 3, 2021",2021,November,Wednesday,"Iowa Department of Corrections, IA",Iowa,0
Detective Sergeant,Gary R. Taccone,COVID19,"Wednesday, November 3, 2021",2021,November,Wednesday,"Erie Police Department, PA",Pennsylvania,0
Deputy Sheriff,John Edward Moon,COVID19,"Wednesday, November 3, 2021",2021,November,Wednesday,"Waller County Sheriff's Office, TX",Texas,0
Lieutenant,Michael Lewis Hill,COVID19,"Thursday, November 4, 2021",2021,November,Thursday,"Memphis Police Department, TN",Tennessee,0
Senior Patrolman,"Sherman Otto Benys, Jr.",Gunfire,"Thursday, November 4, 2021",2021,November,Thursday,"Kingsville Police Department, TX",Texas,0
Border Patrol Agent,Anibal Antonio Perez,COVID19,"Friday, November 5, 2021",2021,November,Friday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Correctional Officer,"Juan Cruz, Jr.",COVID19,"Friday, November 5, 2021",2021,November,Friday,"Fresno County Sheriff's Office, CA",California,0
Deportation Officer,Rosa Elisa Vasquez,COVID19,"Friday, November 5, 2021",2021,November,Friday,"United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US",United States,0
Sergeant,Scott Michael Patton,COVID19,"Saturday, November 6, 2021",2021,November,Saturday,"Robinson Township Police Department, PA",Pennsylvania,0
Corporal,Ignacio Javier Romero,COVID19,"Sunday, November 7, 2021",2021,November,Sunday,"Lander County Sheriff's Office, NV",Nevada,0
Deputy Sheriff,Bernard Roberts,COVID19,"Sunday, November 7, 2021",2021,November,Sunday,"Columbia County Sheriff's Office, NY",New York,0
Deputy Sheriff,Lena Nicole Marshall,Gunfire,"Monday, November 8, 2021",2021,November,Monday,"Jackson County Sheriff's Office, GA",Georgia,0
Police Officer,Paramhans Dineshchandra Desai,Gunfire,"Monday, November 8, 2021",2021,November,Monday,"Henry County Police Department, GA",Georgia,0
Sergeant,Dominic Eugene Guida,Heart attack,"Tuesday, November 9, 2021",2021,November,Tuesday,"Bunnell Police Department, FL",Florida,0
Lieutenant,Chad Owen Brackman,Struck by vehicle,"Wednesday, November 10, 2021",2021,November,Wednesday,"Maricopa County Sheriff's Office, AZ",Arizona,0
Detective,Michael J. Dion,Heart attack,"Wednesday, November 10, 2021",2021,November,Wednesday,"Chicopee Police Department, MA",Massachusetts,0
Police Officer,Michael D. Chandler,Gunfire,"Saturday, November 13, 2021",2021,November,Saturday,"Big Stone Gap Police Department, VA",Virginia,0
Parole Officer I,Ty’Isha Harper,COVID19,"Monday, November 15, 2021",2021,November,Monday,"Texas Department of Criminal Justice - Parole Division, TX",Texas,0
Master Trooper,Daniel Allen Stainbrook,COVID19,"Monday, November 15, 2021",2021,November,Monday,"Wisconsin State Patrol, WI",Wisconsin,0
Police Officer,Daniel J. Daly,COVID19,"Monday, November 15, 2021",2021,November,Monday,"Beloit Police Department, WI",Wisconsin,0
Corrections Officer,Rhonda Jean Russell,Gunfire (Inadvertent),"Wednesday, November 17, 2021",2021,November,Wednesday,"Blair County Prison, PA",Pennsylvania,0
Deputy Sheriff,"Frank Ramirez, Jr.",Automobile crash,"Thursday, November 18, 2021",2021,November,Thursday,"Independence County Sheriff's Office, AR",Arkansas,0
Corporal,"Armando Cantu, Jr.",COVID19,"Thursday, November 18, 2021",2021,November,Thursday,"San Bernardino County Sheriff's Department, CA",California,0
Deputy Sheriff,Joshua Lee Pierson,COVID19,"Thursday, November 25, 2021",2021,November,Thursday,"Benton County Sheriff's Office, AR",Arkansas,0
Town Marshal,Anthony Wayne Hinshaw,COVID19,"Thursday, November 25, 2021",2021,November,Thursday,"Losantville Marshal's Office, IN",Indiana,0
Code Enforcement Officer,Adam Ray Arbogast,COVID19,"Thursday, November 25, 2021",2021,November,Thursday,"Parsons Police Department, WV",West Virginia,0
Officer,Kenneth MacCallum,COVID19,"Friday, November 26, 2021",2021,November,Friday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Police Officer,Nicholas Kozak,COVID19,"Saturday, November 27, 2021",2021,November,Saturday,"Forest Park Police Department, IL",Illinois,0
Supervisory Border Patrol Agent,Martin Barrios,COVID19,"Monday, November 29, 2021",2021,November,Monday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Police Officer,Kerry Dick,COVID19,"Monday, November 29, 2021",2021,November,Monday,"Rossville Police Department, KS",Kansas,0
Police Officer,Henry Nicholas Laxson,Gunfire,"Tuesday, November 30, 2021",2021,November,Tuesday,"Clayton County Police Department, GA",Georgia,0
Border Patrol Agent,"Salvador Martinez, Jr.",COVID19,"Tuesday, November 30, 2021",2021,November,Tuesday,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States,0
Constable,Madison Skip Nicholson,Gunfire,"Wednesday, December 1, 2021",2021,December,Wednesday,"Wilcox County Constable's Office, AL",Alabama,0
Detective,"Antonio Antoine Valentine, Sr.",Vehicle pursuit,"Wednesday, December 1, 2021",2021,December,Wednesday,"St. Louis County Police Department, MO",Missouri,0
Deputy Sheriff,Clay Zachary Livingston,COVID19,"Friday, December 3, 2021",2021,December,Friday,"Elbert County Sheriff's Office, CO",Colorado,0
Police Officer,"Richard Lee Houston, II",Gunfire,"Friday, December 3, 2021",2021,December,Friday,"Mesquite Police Department, TX",Texas,0
Senior Police Officer,Eric Shawn Lindsey,COVID19,"Sunday, December 5, 2021",2021,December,Sunday,"Austin Police Department, TX",Texas,0
Officer,"Reuben Gene Warren, Jr.",COVID19,"Wednesday, December 8, 2021",2021,December,Wednesday,"California Highway Patrol, CA",California,0
School Resource Officer,John Davis Starks,COVID19,"Wednesday, December 8, 2021",2021,December,Wednesday,"Clark County Sheriff's Office, IN",Indiana,0
Police Officer,Theodore James Ohlemeier,COVID19,"Wednesday, December 8, 2021",2021,December,Wednesday,"Colwich Police Department , KS",Kansas,0
Detective,Wayne H. Fortier,COVID19,"Wednesday, December 8, 2021",2021,December,Wednesday,"Grafton County Sheriff's Department, NH",New Hampshire,0
Detective,Hector M. Nunez,COVID19,"Wednesday, December 8, 2021",2021,December,Wednesday,"Nassau County Police Department, NY",New York,0
Detective,Joseph Andrew Pollack,COVID19,"Thursday, December 9, 2021",2021,December,Thursday,"Douglas County Sheriff's Office, CO",Colorado,0
Corporal,"Jack Lee Guthrie, Jr.",COVID19,"Thursday, December 9, 2021",2021,December,Thursday,"Dallas College Police Department, TX",Texas,0
Sergeant,Wayne Stephen Weyler,COVID19,"Friday, December 10, 2021",2021,December,Friday,"Mesa County Sheriff's Office, CO",Colorado,0
Deputy Jailer,Robert T. Daniel,Weather/Natural disaster,"Friday, December 10, 2021",2021,December,Friday,"Graves County Jail, KY",Kentucky,0
Corporal,Lonnie Raymond Lejeune,COVID19,"Friday, December 10, 2021",2021,December,Friday,"Missouri State Highway Patrol, MO",Missouri,0
Police Officer,Ronald William Smith,COVID19,"Wednesday, December 15, 2021",2021,December,Wednesday,"New York Mills Police Department, MN",Minnesota,0
Transfer Officer,"Terry Lorenzo Primus, Sr.",COVID19,"Thursday, December 16, 2021",2021,December,Thursday,"Georgia Department of Corrections, GA",Georgia,0
Police Officer,Jeremy Martin Wilkins,COVID19,"Friday, December 17, 2021",2021,December,Friday,"Chandler Police Department, AZ",Arizona,0
Police Officer,Zachary Dale Cottongim,Struck by vehicle,"Saturday, December 18, 2021",2021,December,Saturday,"Louisville Metro Police Department, KY",Kentucky,0
Officer,Chad P. Christiansen,COVID19,"Saturday, December 18, 2021",2021,December,Saturday,"Wisconsin Department of Military Affairs - Volk Field Security Forces, WI",Wisconsin,0
Sergeant,Kevin D. Redding,COVID19,"Monday, December 20, 2021",2021,December,Monday,"Haverford Township Police Department, PA",Pennsylvania,0
Corporal,John Joseph Wojciechowski,COVID19,"Tuesday, December 21, 2021",2021,December,Tuesday,"Wayne County Sheriff's Office, MI",Michigan,0
Police Officer,Mia Danielle Figueroa-Goodwin,Automobile crash,"Wednesday, December 22, 2021",2021,December,Wednesday,"Charlotte-Mecklenburg Police Department, NC",North Carolina,0
Officer,Jeffrey Dela Cruz,COVID19,"Thursday, December 23, 2021",2021,December,Thursday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Police Officer,Keona Schannel Holley,Gunfire,"Thursday, December 23, 2021",2021,December,Thursday,"Baltimore City Police Department, MD",Maryland,0
Deputy Sheriff,Steven H. Armbruster,COVID19,"Thursday, December 23, 2021",2021,December,Thursday,"Lehigh County Sheriff's Office, PA",Pennsylvania,0
Agent,José Ferrer-Pabón,Automobile crash,"Friday, December 24, 2021",2021,December,Friday,"Puerto Rico Police Department, PR",Puerto Rico,0
Patrolman,Sean E. VanDenberg,COVID19,"Saturday, December 25, 2021",2021,December,Saturday,"Lawrence Township Police Department, OH",Ohio,0
Sergeant,Stacy Annette Murrow,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Linn County Sheriff's Office, KS",Kansas,0
Deputy Sheriff,Jayme Williams,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Itasca County Sheriff's Office, MN",Minnesota,0
Sergeant,Jeffrey Turner,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Pontotoc Police Department, MS",Mississippi,0
Lieutenant,Matthew A. Vogel,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Hudson County Sheriff's Office, NJ",New Jersey,0
Sergeant,Christopher Mortensen,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Wilkes-Barre Police Department, PA",Pennsylvania,0
Corporal,Miguel Eladio Mike Sanchez,COVID19,"Monday, December 27, 2021",2021,December,Monday,"Amarillo Police Department, TX",Texas,0
Sergeant,"James Earl Dement, Jr.",COVID19,"Monday, December 27, 2021",2021,December,Monday,"Friendswood Police Department, TX",Texas,0
Police Officer,Gregory Michael Santangelo,COVID19,"Tuesday, December 28, 2021",2021,December,Tuesday,"Frederick Police Department, MD",Maryland,0
Corrections Officer,"Sterling David Heinbaugh, Jr.",COVID19,"Tuesday, December 28, 2021",2021,December,Tuesday,"Franklin County Jail, PA",Pennsylvania,0
Deputy Sheriff,Sean Ian Riley,Gunfire,"Wednesday, December 29, 2021",2021,December,Wednesday,"Wayne County Sheriff's Office, IL",Illinois,0
Correctional Officer,Richard Carchia,COVID19,"Wednesday, December 29, 2021",2021,December,Wednesday,"Rhode Island Department of Corrections, RI",Rhode Island,0
Police Officer,"Wayne Butch Nowell, Jr.",COVID19,"Wednesday, December 29, 2021",2021,December,Wednesday,"Meridian Police Department, TX",Texas,0
Detention Officer,Gary Lynn Bean,COVID19,"Thursday, December 30, 2021",2021,December,Thursday,"Conway County Sheriff's Office, AR",Arkansas,0
Sergeant,Marlene Roberta Rittmanic,Gunfire,"Thursday, December 30, 2021",2021,December,Thursday,"Bradley Police Department, IL",Illinois,0
Officer,Brian Vogel,COVID19,"Thursday, December 30, 2021",2021,December,Thursday,"United States Department of Homeland Security - Customs and Border Protection - Office of Field Operations, US",United States,0
Sergeant,Thomas Edward Stanley,COVID19,"Friday, December 31, 2021",2021,December,Friday,"Atascadero State Hospital Police Department, CA",California,0
Police Officer,Shane Henry Bartek,Gunfire,"Friday, December 31, 2021",2021,December,Friday,"Cleveland Division of Police, OH",Ohio,0
K9,Figo,Automobile crash,"Tuesday, January 5, 2021",2021,January,Tuesday,"Cullman County Sheriff's Office, AL",Alabama,1
K9,Riley,Gunfire,"Monday, January 18, 2021",2021,January,Monday,"Sacramento County Sheriff's Department, CA",California,1
K9,Luna,Gunfire,"Thursday, February 25, 2021",2021,February,Thursday,"Duluth Police Department, MN",Minnesota,1
K9,Joker,Training accident,"Wednesday, April 21, 2021",2021,April,Wednesday,"Indian River County Sheriff's Office, FL",Florida,1
K9,Kozmo,Assault,"Monday, April 26, 2021",2021,April,Monday,"Mesquite Police Department, TX",Texas,1
K9,Jango,Gunfire,"Tuesday, April 27, 2021",2021,April,Tuesday,"Bakersfield Police Department, CA",California,1
K9,Khan,Heatstroke,"Friday, May 14, 2021",2021,May,Friday,"Monroe County Sheriff's Office, GA",Georgia,1
K9,Jaeger,Fall,"Friday, May 14, 2021",2021,May,Friday,"Stephens County Sheriff's Office, OK",Oklahoma,1
K9,Kitt,Gunfire,"Friday, June 4, 2021",2021,June,Friday,"Braintree Police Department, MA",Massachusetts,1
K9,Zena,Heatstroke,"Wednesday, June 23, 2021",2021,June,Wednesday,"Cocoa Police Department, FL",Florida,1
K9,Max,Gunfire,"Wednesday, June 30, 2021",2021,June,Wednesday,"St. Joseph Police Department, MO",Missouri,1
K9,Jas,Automobile crash,"Sunday, July 25, 2021",2021,July,Sunday,"Savannah Police Department, GA",Georgia,1
K9,Rex,Vehicular assault,"Sunday, July 25, 2021",2021,July,Sunday,"Michigan State Police, MI",Michigan,1
K9,Byrd,Heatstroke,"Tuesday, August 3, 2021",2021,August,Tuesday,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas,1
K9,Riggs,Heart attack,"Friday, August 13, 2021",2021,August,Friday,"Oakland County Sheriff's Office, MI",Michigan,1
K9,Ivar,Heatstroke,"Friday, August 20, 2021",2021,August,Friday,"Livingston Parish Sheriff's Office, LA",Louisiana,1
K9,Axel,Duty related illness,"Saturday, August 28, 2021",2021,August,Saturday,"Kent County Sheriff's Office, MI",Michigan,1
K9,Duke,Heatstroke,"Monday, August 30, 2021",2021,August,Monday,"Virginia State Police, VA",Virginia,1
K9,Kyra,Duty related illness,"Monday, September 6, 2021",2021,September,Monday,"Ford County Sheriff's Office, KS",Kansas,1
K9,Tito,Heatstroke,"Wednesday, September 15, 2021",2021,September,Wednesday,"Eufaula Police Department, OK",Oklahoma,1
K9,Rogue,Heart attack,"Monday, November 8, 2021",2021,November,Monday,"Cedar Park Police Department, TX",Texas,1
Police Officer,Christopher Gibson,COVID19,"Sunday, January 2, 2022",2022,January,Sunday,"Dallas Police Department, TX",Texas,0
Deportation Officer,William Hayes,COVID19,"Monday, January 3, 2022",2022,January,Monday,"United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US",United States,0
Trooper,John Sumter Horton,Struck by vehicle,"Monday, January 3, 2022",2022,January,Monday,"North Carolina Highway Patrol, NC",North Carolina,0
Deputy Sheriff,Bryan Vannatta,COVID19,"Monday, January 3, 2022",2022,January,Monday,"Curry County Sheriff's Office, NM",New Mexico,0
